Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197,Var198,Var199,Var200,Var201,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var209,Var210,Var211,Var212,Var213,Var214,Var215,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var224,Var225,Var226,Var227,Var228,Var229,Var230,Var231,Var232,Var233,Var234,Var235,Var236,Var237,Var238,Var239,Var240,Var241,Var242,Var243,Var244,Var245,Var246,Var247,Var248,Var249,Var250,Var251,Var252,Var253,Var254,Var255,Var256,Var257,Var258,Var259,Var260,Var261,Var262,Var263,Var264,Var265,Var266,Var267,Var268,Var269,Var270,Var271,Var272,Var273,Var274,Var275,Var276,Var277,Var278,Var279,Var280,Var281,Var282,Var283,Var284,Var285,Var286,Var287,Var288,Var289,Var290,Var291,Var292,Var293,Var294,Var295,Var296,Var297,Var298,Var299,Var300,Var301,Var302,Var303,Var304,Var305,Var306,Var307,Var308,Var309,Var310,Var311,Var312,Var313,Var314,Var315,Var316,Var317,Var318,Var319,Var320,Var321,Var322,Var323,Var324,Var325,Var326,Var327,Var328,Var329,Var330,Var331,Var332,Var333,Var334,Var335,Var336,Var337,Var338,Var339,Var340,Var341,Var342,Var343,Var344,Var345,Var346,Var347,Var348
"Hoffmann","Abeln",Aschmann,Bauerfeind,Becke,Beckmann,Bratzke,Buchholz,Burmester,Caspary,Dahlke,Deilmann,Diekmann,Dirks,Drees,Duchow,Eggers,Erkens,Evers,Frank,Fredrich,Fricke,Gaertner,Goeschel,Gruenberg,Guesgen,Heitmann,Herbers,Hertling,Huettemann,Johannsen,Jungk,Kadow,Kubat,Kulessa,Lacombe,Langsdorff,Machill,Martini,Michalski,Michelmann,Mirko,Nell,Niehaus,Nienhaus,Pahnke,Perlitz,Peters,Pohlmann,Porschen,Powalla,Reibel,Ritter,Rottmann,Ruessmann,Ruffert,Sandvoss,Schauff,Schuette,Seegers,Sewing,Socha,Steffen,Tauch,W,Wessel,Wilde,Willenbacher,Witt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unternehmen","Aerotec",Agenturen,Auftraege,Auftraggeber,Baunebengewerbe,Betrieb,Betriebe,Bildungsanbieter,Bombardier,Branche,Branchen,DHL,DMK,Deutschland-Geschaeft,Elektronikindustrie,Energiebranche,Filialen,Firmen,Geschaeft,Geschaeftsbeziehungen,Geschaeftsfelder,Geschaeftsfeldern,Geschaeftsmodell,Geschaeftsmodelle,Geschaeftsmodellen,Grosskonzernen,Groz-Beckert,Handelsketten,Hersteller,Herstellern,Iglo,Immobilienunternehmen,Industrie,Industrien,Investoren,Konzern,Kostenvorteile,Kunden,Kundenbeziehungen,Leasingfirmen,Lieferanten,Logistik-,Logistiker,Mitgliedsunternehmen,Mittelstand,Niederlassungen,Partnern,Privathaushalte,Produktionsstandort,Produktportfolio,Startups,Technologie-Konzern,Traditionsunternehmen,Unternehmen,Unternehmenserfolg,Unternehmern,Verbrauchern,Wertschoepfungskette,Wettbewerber,Wirtschaftsbereichen,Zulieferer,Zulieferfirmen,expandieren,geschaeftlichen,mittelstaendischen,unternehmerische,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Business","Academy",Air,Area,Associate,Association,BPM,BPW,Basic,Board,Branch,CEP,Center,Central,Cluster,Coaching,Commerce,Company,Coworking,Critical,Culture,Department,District,Economy,Education,Europe,European,Experience,Express,Fair,File,Food,Fortune,Future,Goodwill,Gruendungszentrum,Home,Hotelmanagement,Human,IASS,ICT,Innovation,International,Junior,Living,MBA,Middle,Munich,National,Oriental,Pacific,Plant,Political,Project,Recording,Regional,Review,Science,Showcase,Small,Strategieentwicklung,Swiss,Tourism,Trade,Unternehmensberatung,World,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"entwickeln","Beduerfnisse",Faehigkeit,Impulse,Potenzial,angehen,arbeiten,aufzeigen,aufzubauen,ausbauen,ausdehnen,austauschen,auszurichten,bauen,beitragen,bereichern,beschreiten,bestmoeglich,betreiben,bilden,bringen,buendeln,buendelt,darstellen,entdecken,entfalten,entsteht,erfassen,erforschen,eroeffnen,experimentieren,foerdern,fuehren,generieren,gruenden,handeln,herzustellen,kommunizieren,lenken,liefern,nachhaltig,nutzen,pflegen,planen,praesentieren,realisieren,schaffen,setzen,staerken,stellen,testen,umsetzen,umzugehen,veraendern,verbinden,verfolgen,verleihen,vermarkten,vernetzen,verstaerken,wachsen,zeichnen,zuzulegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chefarzt","Aerztin",Aerztliche,Allgemein-,Arzt,Asklepios,Assistenzaerztin,Assistenzarzt,Augenheilkunde,Chefarztes,Chirurgie,Chirurgische,Chirurgischen,Diabetologie,Fachabteilungen,Facharzt,Fachkrankenhaus,Frauenklinik,Gastroenterologie,Geburtshilfe,Gefaess-,Gefaesschirurgie,Gefaessmedizin,Gefaesszentrum,Geriatrie,Gesichtschirurgie,Gynaekologie,Handchirurgie,Hellmig-Krankenhaus,Intensivstation,Kardiologie,Kinderklinik,Kinderurologie,Klinik,Klinikchefs,Klinikum,Klinikums,Krankenpfleger,Medizin,Medizinische,Medizinischen,Medizinisches,Neurologie,Neurophysiologie,Onkologie,Operateur,Orthopaedie,Paracelsus-Klinik,Patient,Physiotherapeut,Plastische,Pneumologie,Praxis,Psychiatrie,Psychotherapie,Radiologie,Tagesklinik,Unfallchirurgie,Urologie,Urologischen,Versorgungszentrum,Viszeralchirurgie,Wirbelsaeulenchirurgie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Weiterentwicklung","Aufwertung",Ausbau,Ausrichtung,Basis,Beitrag,Bereiches,Bereitstellung,Bestandteil,Bildungslandschaft,Einfuehrung,Entwicklungsschub,Erarbeitung,Erfolgsgeschichte,Ergaenzung,Erweiterung,Foerderung,Fortfuehrung,Fortschritten,Fortsetzung,Kooperation,Leistungsfaehigkeit,Modernisierung,Neuerung,Neuordnung,Pionierleistung,Rahmenbedingungen,Schaffung,Staerkung,Struktur,Umsetzung,Veraenderung,Veraenderungen,Verbesserung,Vereinfachung,Vertiefung,Wandel,Weichenstellungen,Zertifizierung,Zukunft,Zusammenarbeit,auszubauen,bestmoegliche,eigenstaendige,erfolgreiche,ganzheitliche,integrierten,kontinuierlichen,konzeptionelle,nachhaltige,nachhaltigen,primaer,voranzubringen,voranzutreiben,weiterentwickeln,weiterentwickelt,zukunftsorientierte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Technologien","Abgastechnik",Ansaetze,Antriebssystemen,Arbeitsformen,Batterie-,Einsatzmoeglichkeiten,Entwicklung,Entwicklungen,Erfindung,Erprobung,Erstausruestung,Erzaehlformen,Herausforderungen,Ideen,Internets,Konzepte,Konzepten,Kooperationen,Loesungen,Luftfahrt,Methoden,Modelle,Moeglichkeiten,Nutzung,Operationstechniken,Optimierung,Produkteinfuehrungen,Produkten,Produktionsprozesse,Prozesse,Ressourcen,Serienreife,Sicherheitsstandards,Strategie,Strukturen,Trends,Vernetzung,Weiterentwicklung,Werkstoffe,Zukunftsthema,effiziente,entwickeln,entwickelt,erschliessen,flexiblen,globaler,industrielle,innovativen,moderner,modularen,optimieren,technische,weltweiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GmbH","Agentur",BWG,Bauunternehmen,BayWa,Beteiligungs-,Betriebs,Blitzmeldung,CCL,Centrum,Co,Contracting,DI,DSD,Dachser,Eigenbetrieb,FN,Firma,Ford-Werke,Forderungsmanagement,Formenbau,GEG,GWA,Genossenschaft,Geschaeftsanteile,HRB,Hanseatische,Heiligenfeld,IST,KG,Maschinenfabrik,Projektentwicklung,RU,Regio,SBS,Sedus,SiC,Stadtwerke,Stadtwerken,Systemtechnik,UKA,Unternehmensgruppe,Vion,WAS,Werkzeugbau,Wilo,ansaessigen,gehoerenden,medien,vormals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20","100",14,15,16,17,18,19,20,25,30,32,34,35,37,38,40,41,43,44,45,47,48,49,50,51,52,54,55,56,58,60,65,70,80,90,acht,drei,dreissig,fuenf,halben,sechs,sieben,vier,zehn,zwei,zwoelf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"setzt","Akzente",arbeitet,bekommt,benennt,bringt,draengt,dreht,fasst,forcierte,fort,geht,gesetzt,gruendet,haelt,hilft,holt,kommt,kuendigt,laesst,legt,nimmt,rechnet,richtet,rueckt,ruestet,setzt,sieht,sorgt,spricht,staerkt,startet,steht,stockt,stoesst,sucht,treibt,trifft,verfolgt,verleiht,verweist,waehlt,wartet,wirbt,wuenscht,zeichnet,zieht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Konzern","Akquisitionen",Aktionaeren,Autobauer,BP,Branchenexperten,Elektronikkonzern,Energiekonzerns,Espoo,GM,Geldhaus,Geschaefts,Geschaeftsquartal,Hauptwettbewerber,Herstellers,Hewlett-Packard,Inbev,Industriekonzern,Kamerahersteller,Kerngeschaeft,Lkw-Hersteller,MAN,Markt,OMV-Chef,Oracle,PSE,Pharmakonzern,Philips,ProMarkt,Procter,Profitabilitaet,Qiagen,Restrukturierungsprozess,Ruestungs-,Scania,Schnellrestaurantkette,Sedran,Segment,Tele2,US-Konzern,Versicherungskonzern,Vodafone,Volkswagen-Chef,Volkswagen-Konzerns,Weihnachtsgeschaeft,konzernweiten,operativen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IT","Automatisierungstechnik",Automobilbau,Bereich,Bereiche,Bereichen,Buchhaltung,Dienstleister,Dienstleistungsunternehmen,Digitaldruck,EDV,Elektrotechnik,Elektrotechnik-,Finanzen,Gebaeudetechnik,Gesundheitswesen,IT-Infrastruktur,IT-Sicherheit,Informationstechnologie,Innovations-,Intelligente,Kernkompetenzen,Kommunikations-,Kompetenzzentrum,Logistik,Medizintechnik,Mitarbeiterfuehrung,Personalentwicklung,Personalwesen,Produktbereich,Produktmanagement,Projekt-,Qualitaetsmanagement,Qualitaetssicherung,Rechnungs-,Rechnungswesen,Schnittstelle,Spezialist,Steuerungs-,Teamentwicklung,Technik,Technologie,Warenwirtschaft,administrative,innovative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ausbildung","Absolventen",Altenpfleger,Anstellung,Arbeit,Arbeitsalltag,Ausbilden,Ausbildung,Ausbildungs-,Ausbildungskurs,Ausbildungsstart,Auszubildende,Auszubildenden,Auszubildender,Bauzeichner,Beruf,Buerokaufmann,Bundesfreiwilligendienst,Dienst,Duales,Einarbeitungsphase,Einfuehrungswoche,Fachangestellte,Fachinformatiker,Fachkraft,Festanstellung,Job,KFZ-Mechatroniker,Karriere,Kenntnisse,Kenntnissen,Lagerlogistik,Lehrberufen,Lehre,Praktikum,Pruefung,Studium,Taetigkeit,Vorkenntnisse,ausgebildeten,dualen,gepruefter,professionelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Geschaeftsfuehrung","Abteilungsleitung",Abteilungsvorstand,Aufsichtsrat,Aufsichtsrates,Aufsichtsrats,Aufsichtsratsmitglieder,Beirat,Belegschaft,Betriebsleitung,Bezirksleitung,Controlling,Fuehrungsebene,Fuehrungsteam,Fuehrungsverantwortung,Gesamtverantwortung,Gesellschafterversammlung,Kuratorium,Managements,Mitarbeitern,Nachfolgeregelung,Neubesetzung,Organisationsstruktur,Personalabteilung,Pflegedienstleitung,Praesidiums,Sanierer,Tagesgeschaeft,Traegers,Unternehmensleitung,Verantwortlichen,Vereinsvorstand,Verlags,Vorstaende,Vorstandes,Vorstands,Weselsky,Zieger,kaufmaennisch,kaufmaennische,kommissarisch,uebernommen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"neuen","Kuerze",Neu,Neue,Neuen,Neuer,Neuerungen,Neues,abloest,aktuelle,aktuellen,alten,bestehenden,bisherige,bisherigen,bisheriger,derzeitige,ehemaligen,eigenen,erweiterten,frueheren,gemeinsamen,geplanten,heutigen,kompletten,kuenftige,kuenftiger,neu,neue,neuem,neuen,neuer,neues,neuesten,offiziell,offiziellen,weiteren,zentralen,zukuenftigen,zusaetzlichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"uebernimmt","Amtsgeschaefte",Funktion,Part,Ruder,Uebernehmen,Uebernimmt,Verantwortung,abgeloest,abloesen,alleinige,baut,beerbt,bewirbt,erhaelt,folgt,fuehrt,fungieren,fungiert,inne,kauft,krempelt,kuemmert,leiten,loest,plant,scheidet,spielt,stellt,steuert,tritt,uebernahm,uebernehme,uebernehmen,uebernimmt,uebertragen,verantwortlich,verlaesst,vorstehen,wechselt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deutschland","Amerika",Australien,Belgien,Benelux,Berlin,Daenemark,Deutsche,Deutschland,Deutschlands,Europa,Europas,Finnland,Griechenland,Grossbritannien,Holland,Kontinentaleuropa,Laendern,Lande,Niederlanden,Oesterreich,Osteuropa,Schweiz,Skandinavien,Tuerkei,USA,Ungarn,Welt,Weltweit,bundesweit,deutsche,deutschen,europaeische,europaweit,international,internationalen,weltweit,weltweiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Group","-Gruppe",AB,AG,Allianz,America,Automobilzulieferers,Beteiligungsgesellschaft,Borealis,CH,Chartered,DGAP,DGAP-News,ECM,Electric,Engines,Estate,Flexibles,Funds,Groupe,Holding,IDENTEC,Immo,Imperial,MPA,Mediengruppe,Prime,ProSiebenSat1,Productions,Re,SAB,Schroders,Softwareschmiede,Sumitomo,Telenor,Versicherungsgruppe,ansaessige,boersennotierte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Die","Alle",Als,An,Auch,Auf,Aufgrund,Ausserdem,Bei,Bisherige,Daher,Damit,Deshalb,Die,Diese,Eine,Einer,Fuer,Ihre,In,Komplette,Mit,Noch,Nun,Saemtliche,Seine,So,Sowohl,Ueber,Unsere,Unter,Waehrend,Zeitgleich,Zugleich,Zur,deren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"detaillierte","Analyse",Analysen,Auskunft,Details,Erkenntnisse,Folgender,Gewaehr,Handbuch,Informationen,Klarheit,Naehere,Ueberblick,Unterlagen,Vollstaendigkeit,Vorabinformationen,anhand,aufgelisteten,ausfuehrliches,enthaelt,genaue,hierzu,interessante,serioese,umfangreich,umfangreiche,umfassenden,umfassendere,umfassendes,veroeffentlicht,veroeffentlichte,vorlegt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"trotzdem","Ende",aeusserst,behalten,bisher,bislang,bleiben,bleibt,davon,entsprechend,extrem,fast,ganzen,genuegend,gluecklich,gut,halten,hinaus,jedoch,kaum,lange,moeglichst,offenbar,relativ,rundum,somit,trotz,unglaublich,voll,zugleich,zunaechst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
